model1,,,,,,model1,,,,
0.9258257165,0.3374552103,0.9258257165,0.3637103159,,,0.3418825955,0.9277191824,0.9277191824,0.9277191824,0.3609441823
model3,,,,,,model3,,,,
0.4588957083,0.9254714065,0.9254714065,0.4149598381,0.9254714065,,0.413546702,0.3413721641,0.9275189221,0.9275189221,0.3393760972
0.3233270153,0.3825492362,0.9255738592,0.3221160494,0.3484028794,,0.9277064814,0.5494450063,0.3674011623,0.9277064814,0.9277064814
0.3570467285,0.4315012328,0.3420066124,0.3180500828,0.3723865174,,0.3698604727,0.4160804573,0.3287734946,0.3585591277,0.3437217164
0.3323632753,0.4327890184,0.9258257165,0.3221446355,,,0.3155328954,0.9277191824,0.9277191824,0.9277191824,0.9277191824
,,,,,,,,,,
0.3659234669,0.9254714065,0.9254714065,0.3530362036,0.9254714065,,0.3447310547,0.3577876786,0.9275189221,0.9275189221,0.3509961607
0.3295921984,0.3431399804,0.9255738592,0.3398344013,0.3533067475,,0.9277064814,0.3481196533,0.3536889415,0.9277064814,0.9277064814
0.3454374102,0.3429779995,0.3373890003,0.3432685003,0.3623811114,,0.3253487061,0.3478789198,0.338869642,0.3460433719,0.3672763948
0.3675363554,0.3409491343,0.9258257165,0.3410764164,,,0.3374031296,0.9277191824,0.9277191824,0.9277191824,0.9277191824
model4,,,,,,model4,,,,
0.3386563542,0.9254714065,0.3386231321,0.3185249984,0.9254714065,,0.9275189221,0.9275189221,0.4655882254,0.9275189221,0.9275189221
0.3662411751,0.9255738592,0.337895576,0.376506425,0.9255738592,,0.9277064814,0.3660481599,0.9277064814,0.3264946912,0.9277064814
0.3140754681,0.3493387289,0.9259574303,0.3539682229,0.9259574303,,0.927953352,0.320223481,0.927953352,0.3790412986,0.3350730325
0.315777294,0.3721088141,0.9258257165,0.3398077948,,,0.9277191824,0.9277191824,0.3463515135,0.3186804504,0.9277191824
,,,,,,,,,,
0.3898699782,0.9254714065,0.3477117781,0.3403132238,0.9254714065,,0.9275189221,0.9275189221,0.3470277705,0.9275189221,0.9275189221
0.3350048377,0.9255738592,0.3437029903,0.3439439188,0.9255738592,,0.9277064814,0.3513754218,0.9277064814,0.345625476,0.9277064814
0.3509900222,0.3523618865,0.9259574303,0.3462506947,0.9259574303,,0.927953352,0.3450286164,0.927953352,0.342362291,0.3430695719
0.3507263014,0.3483561757,0.9258257165,0.3485738809,,,0.9277191824,0.9277191824,0.3470209515,0.3366869491,0.9277191824
model5,,,,,,model5,,,,
0.4502467844,0.3952768114,0.3663696116,0.4209609452,0.9254714065,,0.9275189221,0.3484997288,0.9275189221,0.3348161429,0.3416901248
0.9255738592,0.9255738592,0.3734418301,0.3890252292,0.3181951834,,0.3448695725,0.9277064814,0.9277064814,0.9277064814,0.9277064814
0.9259574303,0.9259574303,0.3152871611,0.3150347585,0.9259574303,,0.927953352,0.927953352,0.3473001179,0.3338452566,0.927953352
0.3704726883,0.9258257165,0.4301500846,0.9258257165,,,0.9277191824,0.4993940383,0.9277191824,0.9277191824,0.9277191824
,,,,,,,,,,
0.3464663704,0.3322683817,0.3427151041,0.3441206433,0.9254714065,,0.9275189221,0.3512985725,0.9275189221,0.3495133717,0.3546381129
0.9255738592,0.9255738592,0.3376752316,0.348157534,0.3439390171,,0.3452768462,0.9277064814,0.9277064814,0.9277064814,0.9277064814
0.9259574303,0.9259574303,0.3447696909,0.3419993688,0.9259574303,,0.927953352,0.927953352,0.3391893265,0.3397784017,0.927953352
0.3413229702,0.9258257165,0.3415542776,0.9258257165,,,0.9277191824,0.3486437848,0.9277191824,0.9277191824,0.9277191824
model6,,,,,,model6,,,,
0.3410216255,0.9254714065,0.3758367505,0.3310014234,0.4259115876,,0.447983741,0.9275189221,0.9275189221,0.3293394914,0.9275189221
0.3974046304,0.3131199797,0.3192175606,0.3561881391,0.3183631282,,0.4462136406,0.3254848972,0.9277064814,0.3475621642,0.9277064814
0.9259574303,0.3156732488,0.32459493,0.4416224412,0.9259574303,,0.927953352,0.927953352,0.3224946547,0.927953352,0.3372133384
0.4897932717,0.3219461245,0.3273544253,0.9258257165,,,0.3815619758,0.9277191824,0.3443793058,0.3678658483,0.9277191824
,,,,,,,,,,
0.3330790362,0.9254714065,0.346285293,0.3436337179,0.3411981495,,0.3511650305,0.9275189221,0.9275189221,0.3476837802,0.9275189221
0.3603151861,0.3224586527,0.3445965486,0.3427157248,0.3395315592,,0.3708756933,0.3484106916,0.9277064814,0.3452490203,0.9277064814
0.9259574303,0.3539701824,0.3463103487,0.3429338405,0.9259574303,,0.927953352,0.927953352,0.3384001338,0.927953352,0.3409086929
0.3227211454,0.3342962915,0.3529742129,0.9258257165,,,0.3375269356,0.9277191824,0.3450851039,0.3392700401,0.9277191824
